Study_word,test_word,Reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Study_Phase.started,StudyText.started,Studyslider.started,Study_Phase.stopped,Studyslider.response,Studyslider.rt,Test_Phase.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,Test_Phase.stopped,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,TestText.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,_oo_,Book,old,,,,,0,9,9,13,62.39521119999699,,,,,,,,62.380063799908385,62.39521119999699,62.39521119999699,62.39521119999699,0.0023286999203264713,67.19554440001957,book,[0.009259259259259259],[-0.2861111111111111],[1],[0],[0],[4.812522200169042],['submit_text'],,569892,001,2024-11-07_14h45.14.704,Word Priming,2024.1.5,None,2024-11-07 14h45.20.576522 +0530,
,P_li_e,Police,old,,,,,0,10,10,7,67.21092139999382,,,,,,,,67.19594509992748,67.21092139999382,67.21092139999382,67.21092139999382,0.0019088999833911657,71.22790160006844,police,[-0.019444444444444445],[-0.2898148148148148],[1],[0],[0],[4.029608100187033],['submit_text'],,569892,001,2024-11-07_14h45.14.704,Word Priming,2024.1.5,None,2024-11-07 14h45.20.576522 +0530,
,_ru_is_,Cruise,old,,,,,0,11,11,6,71.24317650008015,,,,,,,,71.22842549998313,71.24317650008015,71.24317650008015,71.24317650008015,0.002083699917420745,87.24148899991997,cruise,[-0.026851851851851852],[-0.29259259259259257],[1],[0],[0],[16.010467399843037],['submit_text'],81.25793719990179,569892,001,2024-11-07_14h45.14.704,Word Priming,2024.1.5,None,2024-11-07 14h45.20.576522 +0530,
,T_hi_t,Tshirt,old,,,,,0,12,12,2,87.25659599993378,,,,,,,,87.24220210011117,87.25659599993378,87.25659599993378,87.25659599993378,0.0033500001300126314,91.00742379995063,tshirt,[-0.04351851851851852],[-0.29907407407407405],[1],[0],[0],[3.761255400022492],['submit_text'],,569892,001,2024-11-07_14h45.14.704,Word Priming,2024.1.5,None,2024-11-07 14h45.20.576522 +0530,
,P_st_r,Poster,old,,,,,0,13,13,9,91.0224806999322,,,,,,,,91.00809250003658,91.0224806999322,91.0224806999322,91.0224806999322,0.003132699988782406,95.15613849996589,poster,[-0.040740740740740744],[-0.29074074074074074],[1],[0],[0],[4.144408099818975],['submit_text'],,569892,001,2024-11-07_14h45.14.704,Word Priming,2024.1.5,None,2024-11-07 14h45.20.576522 +0530,
,c_s_,Case,old,,,,,0,14,14,5,95.17185020004399,,,,,,,,95.15652079996653,95.17185020004399,95.17185020004399,95.17185020004399,0.0017919999081641436,99.10487670009024,case,[-0.04259259259259259],[-0.2953703703703704],[1],[0],[0],[3.9461560000199825],['submit_text'],,569892,001,2024-11-07_14h45.14.704,Word Priming,2024.1.5,None,2024-11-07 14h45.20.576522 +0530,
,_ha_t,Chart,old,,,,,0,15,15,1,99.1208279998973,,,,,,,,99.10528029990382,99.1208279998973,99.1208279998973,99.1208279998973,0.0019817999564111233,106.05377100012265,chart,[-0.04814814814814815],[-0.32407407407407407],[1],[0],[0],[6.946237599942833],['submit_text'],,569892,001,2024-11-07_14h45.14.704,Word Priming,2024.1.5,None,2024-11-07 14h45.20.576522 +0530,
,l_pt_p,Laptop,old,,,,,0,16,16,0,106.06923340004869,,,,,,,,106.0541548000183,106.06923340004869,106.06923340004869,106.06923340004869,0.0017675000708550215,110.21972210006788,laptop,[-0.04814814814814815],[-0.31666666666666665],[1],[0],[0],[4.163397599942982],['submit_text'],,569892,001,2024-11-07_14h45.14.704,Word Priming,2024.1.5,None,2024-11-07 14h45.20.576522 +0530,
,ta_l_,Table,new,,,,,0,17,17,15,110.23480219999328,,,,,,,,110.22021310008131,110.23480219999328,110.23480219999328,110.23480219999328,0.0018937999848276377,113.36848299996927,table,[-0.041666666666666664],[-0.3074074074074074],[1],[0],[0],[3.1460603999439627],['submit_text'],,569892,001,2024-11-07_14h45.14.704,Word Priming,2024.1.5,None,2024-11-07 14h45.20.576522 +0530,
,bo_t_e,Bottle,new,,,,,0,18,18,18,113.38409320008941,,,,,,,,113.36885900003836,113.38409320008941,113.38409320008941,113.38409320008941,0.001914900029078126,117.88423130009323,bootle,[-0.04351851851851852],[-0.29814814814814816],[1],[0],[0],[4.513105800142512],['submit_text'],,569892,001,2024-11-07_14h45.14.704,Word Priming,2024.1.5,None,2024-11-07 14h45.20.576522 +0530,
,_o_rd,Board,old,,,,,0,19,19,10,117.89988759998232,,,,,,,,117.88462850009091,117.89988759998232,117.89988759998232,117.89988759998232,0.0019493000581860542,123.31639829999767,board,[-0.049074074074074076],[-0.3074074074074074],[1],[0],[0],[5.429457599995658],['submit_text'],,569892,001,2024-11-07_14h45.14.704,Word Priming,2024.1.5,None,2024-11-07 14h45.20.576522 +0530,
